timestamp,source,dist_front,dist_left,dist_right,speed_left,speed_right,action,confidence,decision_source,cycle,steps_l,steps_r,notes
2026-01-31T17:41:52.230349,SIM,296.4,258.2,334.6,100,100,FORWARD,0.750,NPZ,1,0,0,OPEN_AREA_EXPLORE x:525;y:925
2026-01-31T17:41:52.845952,SIM,287.2,245.8,328.5,100,100,FORWARD,0.974,NPZ,2,0,0,OPEN_AREA_EXPLORE x:529;y:929
2026-01-31T17:41:53.154044,SIM,282.5,241.4,323.6,100,100,FORWARD,0.975,NPZ,3,0,0,FORWARD_FAVOR_RIGHT_SPACE x:533;y:933
2026-01-31T17:41:53.762599,SIM,273.3,233.5,313.1,100,100,FORWARD,0.980,NPZ,4,0,0,FORWARD_FAVOR_RIGHT_SPACE x:540;y:941
2026-01-31T17:41:54.071665,SIM,268.3,229.2,307.4,100,100,FORWARD,0.981,NPZ,5,0,0,FORWARD_FAVOR_RIGHT_SPACE x:544;y:945
2026-01-31T17:41:54.387033,SIM,263.3,224.9,301.7,100,100,FORWARD,0.982,NPZ,6,0,0,FORWARD_FAVOR_RIGHT_SPACE x:548;y:949
2026-01-31T17:41:54.696893,SIM,258.3,220.6,296.1,100,100,FORWARD,0.982,NPZ,7,0,0,FORWARD_FAVOR_RIGHT_SPACE x:552;y:953
2026-01-31T17:41:55.003334,SIM,253.4,216.3,290.4,100,100,FORWARD,0.982,NPZ,8,0,0,FORWARD_FAVOR_RIGHT_SPACE x:556;y:957
9,525.4,925.4,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:52.407,SIM,295.5,257.0,334.0,40,40,FORWARD,0.750,NPZ,10,525.5,925.5,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:52.423,SIM,295.3,256.8,333.9,43,43,FORWARD,0.750,NPZ,11,525.6,925.6,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:52.439,SIM,295.1,256.5,333.8,46,46,FORWARD,0.750,NPZ,12,525.7,925.7,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:52.455,SIM,294.9,256.2,333.6,49,49,FORWARD,0.750,NPZ,13,525.8,925.8,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:52.472,SIM,294.7,255.9,333.5,51,51,FORWARD,0.750,NPZ,14,525.9,926.0,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:52.488,SIM,294.5,255.6,333.3,54,54,FORWARD,0.750,NPZ,15,526.0,926.1,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:52.504,SIM,294.2,255.2,333.2,56,56,FORWARD,0.750,NPZ,16,526.2,926.2,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:52.520,SIM,294.0,254.9,333.0,58,58,FORWARD,0.750,NPZ,17,526.3,926.3,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:52.536,SIM,293.7,254.5,332.8,60,60,FORWARD,0.750,NPZ,18,526.4,926.5,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:52.552,SIM,293.4,254.2,332.6,62,62,FORWARD,0.750,NPZ,19,526.5,926.6,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:52.568,SIM,293.1,253.8,332.5,64,64,FORWARD,0.750,NPZ,20,526.7,926.8,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:52.584,SIM,292.8,253.4,332.3,66,66,FORWARD,0.750,NPZ,21,526.8,926.9,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:52.601,SIM,292.5,253.0,332.1,68,68,FORWARD,0.750,NPZ,22,527.0,927.1,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:52.618,SIM,292.2,252.5,331.8,69,69,FORWARD,0.750,NPZ,23,527.1,927.2,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:52.635,SIM,291.9,252.1,331.6,71,71,FORWARD,0.750,NPZ,24,527.3,927.4,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:52.651,SIM,291.5,251.7,331.4,72,72,FORWARD,0.750,NPZ,25,527.4,927.5,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:52.666,SIM,291.2,251.2,331.2,74,74,FORWARD,0.750,NPZ,26,527.6,927.7,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:52.682,SIM,290.9,250.8,331.0,75,75,FORWARD,0.750,NPZ,27,527.7,927.9,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:52.698,SIM,290.5,250.3,330.7,76,76,FORWARD,0.750,NPZ,28,527.9,928.0,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:52.716,SIM,290.2,249.8,330.5,77,77,FORWARD,0.750,NPZ,29,528.1,928.2,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:52.732,SIM,289.8,249.4,330.3,79,79,FORWARD,0.750,NPZ,30,528.2,928.4,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:52.748,SIM,289.4,248.9,330.0,80,80,FORWARD,0.750,NPZ,31,528.4,928.6,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:52.764,SIM,289.1,248.4,329.8,81,81,FORWARD,0.750,NPZ,32,528.6,928.7,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:52.781,SIM,288.7,247.9,329.5,82,82,FORWARD,0.750,NPZ,33,528.8,928.9,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:52.797,SIM,288.3,247.4,329.3,83,83,FORWARD,0.750,NPZ,34,528.9,929.1,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:52.812,SIM,287.9,246.8,329.0,83,83,FORWARD,0.750,NPZ,35,529.1,929.3,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:52.829,SIM,287.6,246.3,328.8,84,84,FORWARD,0.750,NPZ,36,529.3,929.5,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:52.846,SIM,287.2,245.8,328.5,84,84,FORWARD,0.974,NPZ,37,529.5,929.7,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:52.861,SIM,286.8,245.3,328.3,84,84,FORWARD,0.974,NPZ,38,529.7,929.9,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:52.877,SIM,286.4,244.8,328.0,84,84,FORWARD,0.974,NPZ,39,529.9,930.1,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:52.893,SIM,286.2,244.5,327.8,84,84,FORWARD,0.974,NPZ,40,530.0,930.2,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:52.909,SIM,285.9,244.4,327.5,84,84,FORWARD,0.974,NPZ,41,530.2,930.4,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:52.925,SIM,285.7,244.2,327.2,84,84,FORWARD,0.974,NPZ,42,530.4,930.6,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:52.941,SIM,285.5,244.0,327.0,84,84,FORWARD,0.974,NPZ,43,530.6,930.8,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:52.957,SIM,285.2,243.8,326.7,84,84,FORWARD,0.974,NPZ,44,530.8,931.0,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:52.974,SIM,285.0,243.6,326.5,84,84,FORWARD,0.974,NPZ,45,530.9,931.2,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:52.990,SIM,284.8,243.4,326.2,84,84,FORWARD,0.974,NPZ,46,531.1,931.4,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:53.008,SIM,284.6,243.2,325.9,84,84,FORWARD,0.974,NPZ,47,531.3,931.6,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:53.024,SIM,284.3,243.0,325.7,84,84,FORWARD,0.974,NPZ,48,531.5,931.8,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:53.040,SIM,284.1,242.8,325.4,84,84,FORWARD,0.974,NPZ,49,531.7,931.9,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:53.056,SIM,283.9,242.6,325.2,84,84,FORWARD,0.974,NPZ,50,531.8,932.1,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:53.072,SIM,283.7,242.4,324.9,84,84,FORWARD,0.974,NPZ,51,532.0,932.3,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:53.088,SIM,283.4,242.2,324.7,84,84,FORWARD,0.974,NPZ,52,532.2,932.5,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:53.104,SIM,283.2,242.0,324.4,84,84,FORWARD,0.974,NPZ,53,532.4,932.7,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:53.120,SIM,283.0,241.8,324.1,84,84,FORWARD,0.974,NPZ,54,532.6,932.9,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:53.136,SIM,282.8,241.6,323.9,84,84,FORWARD,0.974,NPZ,55,532.8,933.1,46.2,OPEN_AREA_EXPLORE
2026-01-31 17:41:53.154,SIM,282.5,241.4,323.6,85,85,FORWARD,0.975,NPZ,56,532.9,933.3,46.2,FORWARD_FAVOR_RIGHT_SPACE
2026-01-31 17:41:53.175,SIM,282.3,241.2,323.4,86,86,FORWARD,0.975,NPZ,57,533.1,933.5,46.2,FORWARD_FAVOR_RIGHT_SPACE
2026-01-31 17:41:53.192,SIM,282.1,241.0,323.1,86,86,FORWARD,0.975,NPZ,58,533.3,933.7,46.2,FORWARD_FAVOR_RIGHT_SPACE
2026-01-31 17:41:53.208,SIM,281.8,240.8,322.8,87,87,FORWARD,0.975,NPZ,59,533.5,933.9,46.2,FORWARD_FAVOR_RIGHT_SPACE
2026-01-31 17:41:53.225,SIM,281.6,240.6,322.6,88,88,FORWARD,0.975,NPZ,60,533.7,934.1,46.2,FORWARD_FAVOR_RIGHT_SPACE
2026-01-31 17:41:53.241,SIM,281.4,240.4,322.3,88,88,FORWARD,0.975,NPZ,61,533.9,934.2,46.2,FORWARD_FAVOR_RIGHT_SPACE
2026-01-31 17:41:53.257,SIM,281.1,240.2,322.0,89,89,FORWARD,0.975,NPZ,62,534.1,934.4,46.2,FORWARD_FAVOR_RIGHT_SPACE
2026-01-31 17:41:53.273,SIM,280.9,240.0,321.8,90,90,FORWARD,0.975,NPZ,63,534.3,934.7,46.2,FORWARD_FAVOR_RIGHT_SPACE
2026-01-31 17:41:53.289,SIM,280.7,239.8,321.5,90,90,FORWARD,0.975,NPZ,64,534.5,934.9,46.2,FORWARD_FAVOR_RIGHT_SPACE
2026-01-31 17:41:53.306,SIM,280.4,239.6,321.2,91,91,FORWARD,0.975,NPZ,65,534.6,935.1,46.2,FORWARD_FAVOR_RIGHT_SPACE
2026-01-31 17:41:53.322,SIM,280.2,239.4,320.9,91,91,FORWARD,0.975,NPZ,66,534.8,935.3,46.2,FORWARD_FAVOR_RIGHT_SPACE
2026-01-31 17:41:53.338,SIM,279.9,239.2,320.7,91,91,FORWARD,0.975,NPZ,67,535.0,935.5,46.2,FORWARD_FAVOR_RIGHT_SPACE
2026-01-31 17:41:53.354,SIM,279.7,239.0,320.4,92,92,FORWARD,0.975,NPZ,68,535.2,935.7,46.2,FORWARD_FAVOR_RIGHT_SPACE
2026-01-31 17:41:53.370,SIM,279.4,238.8,320.1,92,92,FORWARD,0.975,NPZ,69,535.4,935.9,46.2,FORWARD_FAVOR_RIGHT_SPACE
2026-01-31 17:41:53.386,SIM,279.2,238.6,319.8,93,93,FORWARD,0.975,NPZ,70,535.6,936.1,46.2,FORWARD_FAVOR_RIGHT_SPACE
2026-01-31 17:41:53.402,SIM,278.9,238.3,319.5,93,93,FORWARD,0.975,NPZ,71,535.8,936.3,46.2,FORWARD_FAVOR_RIGHT_SPACE
2026-01-31 17:41:53.418,SIM,278.7,238.1,319.2,93,93,FORWARD,0.975,NPZ,72,536.0,936.5,46.2,FORWARD_FAVOR_RIGHT_SPACE
2026-01-31 17:41:53.434,SIM,278.4,237.9,319.0,94,94,FORWARD,0.975,NPZ,73,536.2,936.7,46.2,FORWARD_FAVOR_RIGHT_SPACE
2026-01-31 17:41:53.451,SIM,278.2,237.7,318.7,94,94,FORWARD,0.975,NPZ,74,536.4,936.9,46.2,FORWARD_FAVOR_RIGHT_SPACE
2026-01-31 17:41:53.467,SIM,277.9,237.5,318.4,94,94,FORWARD,0.975,NPZ,75,536.6,937.1,46.2,FORWARD_FAVOR_RIGHT_SPACE
2026-01-31 17:41:53.483,SIM,277.7,237.3,318.1,95,95,FORWARD,0.975,NPZ,76,536.9,937.4,46.2,FORWARD_FAVOR_RIGHT_SPACE
2026-01-31 17:41:53.500,SIM,277.4,237.0,317.8,95,95,FORWARD,0.975,NPZ,77,537.1,937.6,46.2,FORWARD_FAVOR_RIGHT_SPACE
2026-01-31 17:41:53.516,SIM,277.2,236.8,317.5,95,95,FORWARD,0.975,NPZ,78,537.3,937.8,46.2,FORWARD_FAVOR_RIGHT_SPACE
2026-01-31 17:41:53.532,SIM,276.9,236.6,317.2,95,95,FORWARD,0.975,NPZ,79,537.5,938.0,46.2,FORWARD_FAVOR_RIGHT_SPACE
2026-01-31 17:41:53.549,SIM,276.7,236.4,316.9,96,96,FORWARD,0.975,NPZ,80,537.7,938.2,46.2,FORWARD_FAVOR_RIGHT_SPACE
2026-01-31 17:41:53.566,SIM,276.4,236.2,316.6,96,96,FORWARD,0.975,NPZ,81,537.9,938.4,46.2,FORWARD_FAVOR_RIGHT_SPACE
2026-01-31 17:41:53.584,SIM,276.1,235.9,316.3,96,96,FORWARD,0.975,NPZ,82,538.1,938.6,46.2,FORWARD_FAVOR_RIGHT_SPACE
2026-01-31 17:41:53.600,SIM,275.9,235.7,316.1,96,96,FORWARD,0.975,NPZ,83,538.3,938.9,46.2,FORWARD_FAVOR_RIGHT_SPACE
2026-01-31 17:41:53.616,SIM,275.6,235.5,315.8,96,96,FORWARD,0.975,NPZ,84,538.5,939.1,46.2,FORWARD_FAVOR_RIGHT_SPACE
2026-01-31 17:41:53.632,SIM,275.4,235.3,315.5,97,97,FORWARD,0.975,NPZ,85,538.7,939.3,46.2,FORWARD_FAVOR_RIGHT_SPACE
2026-01-31 17:41:53.649,SIM,275.1,235.0,315.2,97,97,FORWARD,0.975,NPZ,86,538.9,939.5,46.2,FORWARD_FAVOR_RIGHT_SPACE
